user_device,user_osName,user_browserName,user_lat_lng,dest_lat_lng,booked_flight,booked_hotel,booked_rental
Desktop,Linux,Chrome,"-48.39217,53.270195","77.092808,93.523956",0.0,0.0,0.0
Desktop,Linux,Edge,"-4.004702,26.812786","-51.928288,-100.548952",0.0,0.0,0.0
Mobile,Windows,Firefox,"-0.450191,-29.569453",,0.0,0.0,
Mobile,Linux,Firefox,"-3.005555,-129.209252","-87.300357,128.085637",,0.0,0.0
Tablet,Android,Safari,"84.475041,26.910635",,0.0,0.0,0.0
Desktop,macOS,Edge,"-38.372942,76.622495","-3.082646,33.131928",0.0,0.0,0.0
Tablet,Android,Opera,"68.419101,-73.271645",,0.0,0.0,0.0
Tablet,Linux,Opera,"-31.587915,-22.122466","-14.764675,-40.044984",0.0,,0.0
Desktop,macOS,Chrome,"-50.887841,111.523816","20.681456,-42.533989",0.0,0.0,0.0
Desktop,Android,,"15.151801,-159.463978","19.340283,26.055474",0.0,0.0,0.0
Tablet,Linux,Opera,"89.406734,26.989742","49.507427,176.38119",0.0,,0.0
Mobile,,Chrome,"70.188539,0.58254","85.917161,-135.443143",0.0,0.0,0.0
Desktop,Linux,Safari,"14.84091,-16.38891","-8.618719,-27.95084",0.0,0.0,0.0
Tablet,iOS,Edge,"-13.903068,-101.410401",,0.0,0.0,0.0
Mobile,Windows,Firefox,"83.182365,-114.562352","84.33804,-125.053286",0.0,0.0,0.0
Tablet,Linux,Firefox,"4.75277,-148.645135","-40.995651,127.807648",0.0,0.0,0.0
Desktop,Android,Chrome,"88.807843,20.043502",,0.0,,
Mobile,Linux,Firefox,"56.624981,22.654387","43.264377,-134.635851",0.0,0.0,0.0
Mobile,Linux,Edge,"54.89734,12.387574","4.885245,-140.519674",0.0,0.0,0.0
,Android,Opera,"-9.904614,-15.873912","-35.034757,-94.70915",0.0,0.0,0.0
,Android,Chrome,"-89.578163,-46.564218","41.441804,-125.759245",0.0,0.0,0.0
Desktop,macOS,Edge,"81.34993,63.207663","29.147619,27.218878",0.0,0.0,
Tablet,Linux,Firefox,"75.477421,-107.905475","31.644939,135.568497",0.0,0.0,0.0
Tablet,iOS,Opera,"-1.591155,-167.586505","6.141935,79.418325",0.0,0.0,0.0
Desktop,Windows,Edge,"31.869387,102.245856","54.819181,70.425709",0.0,,0.0
Tablet,Linux,Opera,"44.60425,-148.762803","-32.568386,166.126953",0.0,0.0,0.0
Mobile,Android,Opera,"-45.445022,56.097852","-79.066515,-45.969717",,0.0,
Desktop,macOS,Chrome,"46.618398,-81.284204","57.836144,-54.03352",0.0,0.0,0.0
Desktop,,Firefox,"-16.876612,-53.544212","8.266641,-131.583058",0.0,,0.0
Tablet,iOS,Safari,"-89.178314,27.544718","64.235514,155.217731",0.0,0.0,0.0
Desktop,Android,Safari,"30.440298,-80.483145","87.123677,-152.245906",0.0,,0.0
Mobile,iOS,Safari,"33.801214,-92.610432",,0.0,,0.0
Desktop,iOS,Edge,"38.795471,-15.412528","-40.929595,51.344777",0.0,0.0,0.0
Mobile,Windows,Safari,"66.948281,16.104393","62.17823,-134.254346",0.0,0.0,0.0
Desktop,Windows,Firefox,"-56.76248,115.924059","-89.426009,177.742988",0.0,0.0,0.0
Desktop,Linux,Safari,"49.98213,-149.677855","-8.921445,-155.35681",0.0,0.0,0.0
Desktop,Windows,Opera,"-81.352675,-130.935225","15.929883,91.151408",0.0,0.0,0.0
Tablet,Linux,Opera,"62.156711,-64.66228","54.22382,24.944497",0.0,0.0,0.0
Tablet,Linux,Opera,"0.855258,37.067904","32.312625,-8.546401",0.0,0.0,0.0
Mobile,Android,Safari,"43.826658,118.783913","21.556215,162.571685",0.0,0.0,0.0
Tablet,Android,Firefox,"2.855792,-30.32654","87.753791,45.923265",0.0,0.0,0.0
Desktop,macOS,Firefox,"-54.730479,38.707328","15.105825,-55.617877",0.0,1.0,
Tablet,Windows,Safari,"8.977871,-75.182272","-31.636416,152.818084",0.0,0.0,
Tablet,macOS,Firefox,"-9.683374,86.274369","29.727148,-14.911598",0.0,0.0,0.0
Mobile,iOS,Safari,"22.874406,-6.573334","29.870981,-136.470889",0.0,0.0,0.0
Desktop,Linux,Firefox,"-40.983039,60.481555","79.819438,8.037091",0.0,,
Mobile,Linux,Chrome,"22.978437,-15.03592","-29.86491,-175.21542",0.0,0.0,0.0
Tablet,Android,Chrome,"-47.065671,-117.04446","31.889962,169.04514",,0.0,0.0
,iOS,Firefox,"-28.908091,147.137351","10.537012,-60.235323",0.0,,0.0
Mobile,Linux,Opera,"45.699586,140.785126","-14.70024,24.726975",0.0,0.0,0.0
Mobile,Linux,Chrome,,"33.976017,-114.000432",0.0,0.0,0.0
Desktop,iOS,Edge,"5.479648,-118.949015","78.321247,-30.84667",0.0,0.0,0.0
Mobile,iOS,Safari,"39.756987,-28.098422","22.402302,148.114728",0.0,0.0,0.0
Mobile,Linux,Edge,"-60.971575,-145.672272","14.103148,66.07702",0.0,0.0,0.0
Mobile,iOS,Firefox,"35.304266,-6.40693",,,0.0,
Tablet,Windows,,"-88.380829,116.825617","83.330713,-9.930268",,0.0,0.0
Mobile,iOS,Opera,"21.503201,-166.184495","-72.289257,179.275148",,0.0,0.0
Tablet,macOS,Chrome,"-35.15673,80.066045",,0.0,1.0,0.0
Mobile,macOS,Chrome,"-79.374647,85.050921","74.984785,15.073112",0.0,0.0,0.0
Mobile,Linux,Edge,"0.881142,101.828665","-25.128143,-117.093219",0.0,1.0,0.0
Mobile,Linux,Chrome,"63.942649,96.393042",,,0.0,0.0
Mobile,Android,Firefox,"-75.946515,-14.265542","2.952122,3.197641",0.0,0.0,0.0
Desktop,iOS,Opera,"-32.627592,3.05727","43.271441,66.303454",0.0,0.0,0.0
Tablet,macOS,Safari,"83.844349,-135.217367","-13.756044,-26.626445",0.0,0.0,0.0
Desktop,Android,Edge,"65.807696,176.707128","-41.340423,-57.269838",0.0,0.0,0.0
Desktop,,Edge,"88.203956,106.808143","38.06433,22.441426",0.0,0.0,0.0
Desktop,Windows,Safari,"-6.195514,-115.919777","-80.811282,2.946425",0.0,0.0,0.0
Desktop,iOS,Firefox,"19.478354,39.734163","81.908014,-140.653746",0.0,0.0,0.0
Mobile,Android,Edge,,"-71.117346,60.392682",0.0,0.0,
Mobile,Windows,Chrome,"-69.021508,48.24303","82.394638,-170.386102",0.0,0.0,0.0
Desktop,Linux,Chrome,"71.410029,-10.056487","-27.983975,-155.879463",0.0,0.0,0.0
Desktop,macOS,Chrome,"47.621336,48.830604","-42.153027,19.626291",0.0,0.0,0.0
Tablet,Android,Opera,"-89.448457,-136.080567","-10.418427,-49.202399",0.0,1.0,0.0
Desktop,,Safari,"49.470369,-165.436946",,0.0,0.0,
Mobile,Linux,Firefox,"82.124578,141.867418","13.635966,58.710108",0.0,0.0,0.0
Tablet,Linux,Chrome,"-24.77251,-68.261809","52.77781,82.60849",0.0,0.0,0.0
Desktop,macOS,Chrome,"20.327722,40.245344","82.309242,-119.009744",0.0,0.0,0.0
Tablet,macOS,,,"81.252978,-118.028925",0.0,1.0,0.0
Desktop,macOS,Chrome,"24.563985,108.277384",,0.0,0.0,0.0
Tablet,Windows,,"-55.439551,72.695597","29.89217,74.248765",0.0,0.0,0.0
Tablet,Windows,Safari,"66.685546,-137.590149","34.474359,10.768836",0.0,0.0,0.0
Mobile,Linux,Edge,"-10.961389,126.199988","-84.121943,28.642197",,0.0,0.0
Tablet,,Chrome,"-23.287159,-82.995362","-19.956972,-81.947647",0.0,0.0,
Desktop,Windows,Chrome,"44.210655,-35.71995","-1.777751,125.31926",0.0,0.0,0.0
Tablet,Linux,Safari,"37.136114,-134.499166","14.103423,167.313294",0.0,0.0,0.0
Desktop,Windows,,"9.631962,-43.394097","-14.297317,-119.418881",0.0,0.0,0.0
Desktop,macOS,Opera,"89.514911,32.900911","-33.361513,-127.919636",0.0,0.0,0.0
Mobile,Linux,Edge,"32.789757,-132.827358","33.277956,-122.573009",0.0,1.0,0.0
Tablet,macOS,Chrome,"88.554459,-161.494392","3.285181,152.429967",0.0,1.0,0.0
Mobile,iOS,,"-77.249399,-152.735301","-11.904751,-35.020006",,,0.0
Desktop,Android,Firefox,"66.708116,82.292151","-53.436259,91.363906",0.0,0.0,
Tablet,,Safari,"85.149531,-156.03828","-35.234757,176.544739",0.0,0.0,0.0
Tablet,Android,Opera,"34.501616,11.976942","-59.983331,-179.192817",,0.0,0.0
Desktop,Linux,Opera,"25.044514,4.649894",,0.0,0.0,0.0
Mobile,iOS,Chrome,,"-23.461235,-17.40676",,0.0,0.0
,Android,Safari,"15.745298,142.709715","-45.301518,172.124554",0.0,0.0,0.0
Tablet,Windows,Firefox,"50.789217,131.372652",,0.0,0.0,0.0
,Linux,Safari,"28.665156,6.698079","-83.282588,-68.607741",0.0,0.0,0.0
Tablet,,,,"57.791318,-91.46381",0.0,0.0,0.0
Mobile,Windows,Safari,,"17.7681,176.08175",0.0,0.0,0.0
Desktop,Windows,Chrome,"3.432812,47.705629","-28.153922,41.756369",,0.0,0.0
Desktop,iOS,Opera,"29.129652,61.097684","17.914963,33.947309",0.0,0.0,0.0
Desktop,macOS,Safari,,"81.609925,102.934679",0.0,0.0,0.0
Tablet,iOS,Safari,,"-88.412327,-169.954939",0.0,0.0,0.0
Tablet,iOS,Chrome,"-7.152815,-157.385251","-82.792821,-48.743551",0.0,0.0,1.0
Desktop,iOS,Chrome,"25.123728,-104.322691","-10.865954,110.595179",,0.0,0.0
Desktop,Android,Safari,"64.71388,79.799659","24.532432,179.991351",0.0,0.0,0.0
Mobile,macOS,,"47.856579,-76.888004","52.927378,134.456376",0.0,0.0,
,Linux,,"23.949738,10.110217","-57.243114,50.913938",0.0,,0.0
Desktop,Windows,Safari,"-41.678664,112.401226","-63.177169,62.989865",0.0,0.0,
Desktop,Android,Chrome,"8.992515,-111.316228","55.738485,-71.902767",0.0,0.0,0.0
Tablet,macOS,Opera,"-35.055517,-98.241315","-59.90132,-94.531915",0.0,1.0,
Tablet,iOS,Chrome,"-33.768014,-112.259091","55.969113,16.941593",,0.0,0.0
Desktop,Android,Opera,"-23.194999,69.833941","6.563454,27.634262",0.0,1.0,0.0
Mobile,Android,Safari,,"-1.384263,130.822104",0.0,0.0,0.0
,,,"-36.03067,-179.224714","1.340438,34.546492",0.0,,0.0
Desktop,Linux,,"-49.44516,-29.357333","86.363455,-16.084634",0.0,0.0,0.0
Tablet,,Opera,"-6.887267,-84.120663","-56.314703,22.669861",0.0,0.0,0.0
Desktop,macOS,Chrome,"-62.941866,22.705099","36.831811,-134.939643",0.0,1.0,1.0
Mobile,macOS,Chrome,"-16.345942,-26.544285","-60.843353,-171.22731",0.0,0.0,0.0
Tablet,,Chrome,"71.096505,22.119446",,0.0,0.0,0.0
Tablet,iOS,Safari,"-20.09891,-88.63567","72.195174,5.5587",0.0,0.0,1.0
Tablet,Android,Opera,"-12.852413,130.272642",,0.0,0.0,0.0
Desktop,Linux,Safari,,"82.047215,171.944705",0.0,0.0,0.0
Desktop,Windows,Edge,"-52.383215,149.227077","-66.5933,-135.021124",0.0,0.0,0.0
Desktop,Windows,Edge,"-64.001339,-72.941307","-13.768331,-30.998936",0.0,,0.0
Mobile,Linux,,"-53.253731,23.698651","26.985414,-139.444784",0.0,0.0,0.0
Tablet,macOS,Chrome,"-16.444598,-76.620114","46.138862,-99.022219",0.0,0.0,0.0
Tablet,Linux,,,"-62.889029,106.029169",0.0,0.0,0.0
Mobile,Windows,Edge,,"-75.546973,76.174013",0.0,0.0,
Mobile,iOS,Opera,"62.150592,-71.097312","-69.993893,86.421534",0.0,1.0,0.0
Tablet,,Edge,"-88.373275,-125.676833","52.296874,30.479087",0.0,1.0,
Tablet,Android,Firefox,"1.524693,111.603362","-26.674622,-94.958779",0.0,,0.0
Mobile,iOS,Opera,"-79.665733,119.525256","55.604468,-141.553336",0.0,,0.0
Desktop,Android,Firefox,"38.893391,-167.57313","85.404112,100.483062",,0.0,
Desktop,Android,Safari,"-70.866762,-152.773213",,,0.0,0.0
Desktop,Linux,Edge,"32.218739,21.970653","33.971123,-142.573476",0.0,0.0,0.0
Mobile,Android,Firefox,"-25.405507,-148.207833","-31.932185,30.75308",0.0,0.0,0.0
Tablet,macOS,Safari,"-19.263329,65.582304","13.574183,-176.37897",0.0,0.0,0.0
Mobile,Linux,Opera,"-73.185888,128.370583","-43.203883,85.065688",0.0,0.0,1.0
Desktop,Windows,Firefox,"-78.676449,38.949754","28.728166,143.111024",0.0,0.0,0.0
Desktop,macOS,Firefox,"-55.953413,-147.009717",,0.0,0.0,
Desktop,iOS,Safari,,"9.564659,15.468598",,0.0,0.0
Mobile,Linux,Firefox,,"-23.490872,143.566062",0.0,0.0,
Mobile,Windows,Safari,,"59.516076,100.441473",0.0,0.0,0.0
Desktop,Windows,Edge,"79.815015,-54.349235",,0.0,0.0,0.0
Desktop,Linux,,"88.493203,13.82082","75.401218,115.573815",,0.0,0.0
Tablet,macOS,Edge,"61.646559,-54.408839","56.707434,57.713475",0.0,0.0,0.0
Mobile,Windows,Firefox,"-74.740712,-149.614687","-7.540579,18.320661",0.0,1.0,1.0
Tablet,Linux,,"13.346872,154.769688","6.356836,116.713063",0.0,,0.0
,Linux,Chrome,"-77.180253,68.082227","-42.124751,-49.263072",0.0,0.0,0.0
Desktop,Android,Chrome,"11.385196,54.810221","10.291633,174.582224",0.0,0.0,0.0
Desktop,,,"-51.202628,-154.616936","-1.912678,-134.479388",0.0,0.0,0.0
Tablet,Windows,Firefox,"-76.548919,-91.17908","31.332962,41.877527",0.0,0.0,
Mobile,Android,Safari,"-51.544932,-134.511261","62.386657,127.756957",0.0,1.0,1.0
Mobile,Windows,Opera,"-42.357067,12.230529","-43.358224,-163.675278",0.0,1.0,0.0
Tablet,macOS,Firefox,"80.912486,152.016754","51.303227,54.857208",0.0,0.0,0.0
Mobile,macOS,Opera,"-41.091544,-156.164474","-64.555106,174.793963",0.0,0.0,0.0
Tablet,Windows,Firefox,"89.214046,-8.492993","76.666981,80.325694",0.0,0.0,0.0
Tablet,iOS,Edge,"86.094188,13.551126","-80.33231,-103.202878",0.0,0.0,0.0
Mobile,iOS,Safari,"69.544948,-19.000565","-31.577055,-159.87445",0.0,1.0,0.0
Mobile,,Chrome,"21.964142,12.866514","58.929328,-152.417467",0.0,1.0,0.0
Tablet,Windows,,"-50.422083,94.967383","-53.0291,-65.188451",0.0,0.0,0.0
Mobile,Linux,Chrome,"-80.134997,-49.531771","-30.251576,-84.562126",,0.0,0.0
Mobile,Android,Firefox,"66.582488,0.966155","86.147834,165.89551",0.0,0.0,0.0
Tablet,Linux,Opera,"-76.023814,-105.289109","21.653833,-134.959171",,0.0,0.0
Desktop,Windows,Opera,"-70.264885,-80.052009",,0.0,,0.0
,,Edge,"-60.24387,76.302282","89.700365,41.977654",0.0,0.0,0.0
Mobile,macOS,Chrome,"28.696736,-131.371608",,,0.0,0.0
Desktop,Android,Safari,"-9.90165,-73.497032","22.097245,-17.233623",0.0,0.0,0.0
Mobile,Windows,Safari,"-29.301126,27.352716","-63.004842,-93.675897",,0.0,0.0
Tablet,Android,Safari,"71.764028,143.037006","14.16015,-86.164125",0.0,0.0,0.0
Tablet,iOS,Chrome,,"-3.98188,77.609428",0.0,0.0,0.0
Tablet,iOS,Opera,"3.235657,-9.318597","87.725214,-164.191769",0.0,0.0,0.0
Desktop,macOS,Opera,"-78.878696,28.349803","53.418673,-133.968342",0.0,0.0,0.0
Mobile,Windows,,"15.251843,-17.878533","79.83601,97.185811",0.0,0.0,0.0
Desktop,iOS,Chrome,"-15.486346,158.020468","-18.386422,4.531316",,1.0,0.0
Tablet,Android,Firefox,"18.14832,113.860598","31.806507,21.968008",,,0.0
,Android,Firefox,"81.691392,111.636608","86.408317,179.505255",0.0,0.0,0.0
Tablet,macOS,Safari,,"-79.731619,82.039299",,0.0,0.0
Mobile,iOS,Opera,"-59.378306,-98.305048","44.420786,104.447811",0.0,0.0,0.0
,Linux,Opera,"-55.098855,-64.034608","75.074362,33.61235",0.0,1.0,
Desktop,iOS,Chrome,"-26.101297,112.025512","-44.182218,61.80071",,0.0,0.0
Desktop,macOS,,"-25.046646,81.798724","-31.868277,-56.690007",0.0,0.0,0.0
Desktop,,Edge,"72.687019,-138.76077","20.332518,-75.939885",0.0,0.0,0.0
Mobile,,Chrome,"-89.952974,139.917094","35.011147,127.121854",0.0,0.0,0.0
Mobile,macOS,,"-47.113887,-124.76241","87.386316,-119.376676",0.0,0.0,0.0
,Linux,,"-36.86242,-113.030601","-8.037281,86.640317",0.0,0.0,0.0
,Android,Safari,"52.857361,48.422886","13.93002,-156.745742",0.0,0.0,
Mobile,iOS,Opera,"-59.885228,30.082959","-27.351566,105.743458",0.0,0.0,0.0
Tablet,Android,Opera,"-52.54361,-108.87985","-1.291898,69.973734",0.0,0.0,0.0
Desktop,,Opera,"17.180461,59.287333","25.293421,159.604417",0.0,0.0,0.0
Mobile,Android,Firefox,"-27.683631,94.826729","64.469693,-56.231906",0.0,,0.0
Desktop,Windows,Edge,"60.698608,149.883914","-0.414345,-8.504506",0.0,0.0,0.0
Mobile,macOS,Safari,"22.690787,-100.79104","-39.789264,43.589417",0.0,0.0,0.0
Desktop,macOS,Edge,"44.723664,-141.175497","-43.103171,-122.519185",0.0,0.0,0.0
Desktop,iOS,Firefox,"-57.381325,119.803726","-70.146774,-76.873664",0.0,0.0,0.0
Tablet,macOS,Firefox,"73.9493,-155.981856","-4.82061,-138.362817",0.0,0.0,0.0
Tablet,Windows,Safari,"-33.818124,46.503911","31.642465,133.285843",0.0,0.0,0.0
,iOS,Safari,"78.956593,25.461159",,0.0,0.0,0.0
Tablet,Windows,Opera,"57.778659,152.191843","-62.82309,-152.093552",0.0,0.0,0.0
Desktop,Linux,Firefox,"3.42772,86.561845","56.495153,170.91664",0.0,0.0,
Desktop,iOS,Opera,"29.234324,61.690402","-28.687708,56.632074",,0.0,0.0
Tablet,macOS,Safari,"3.072,44.348997","27.812398,66.780467",1.0,1.0,0.0
Tablet,,Firefox,"9.787411,49.587484","13.009464,-87.684727",0.0,0.0,0.0
Desktop,,Firefox,"0.935602,-99.901075","-75.450706,-175.094964",0.0,0.0,0.0
Mobile,Linux,Chrome,"34.851321,-41.748594","-57.545418,-136.806845",1.0,0.0,0.0
Tablet,,Firefox,"-67.006527,126.47671","-83.119822,-147.441265",0.0,0.0,0.0
Mobile,macOS,Opera,"-57.357539,14.65523","-81.222182,17.318903",0.0,0.0,0.0
,Android,Chrome,"39.80113,53.172871","-79.712234,178.628514",0.0,0.0,0.0
Mobile,macOS,Firefox,"-61.04529,-110.110274","0.314453,144.403151",0.0,,0.0
Tablet,iOS,Chrome,"-63.207363,-153.883012","-2.193658,-131.083439",0.0,0.0,
Tablet,iOS,,"-39.010773,8.689802","61.313929,-94.416956",0.0,0.0,0.0
Tablet,Android,Edge,"-58.86884,169.509338","-82.71897,-111.237384",0.0,1.0,0.0
Tablet,Linux,,,"17.90889,-23.52221",0.0,0.0,0.0
Tablet,iOS,Opera,"32.65535,-23.057996","-60.908365,11.876498",0.0,0.0,0.0
,Linux,Chrome,"-5.416528,139.919384","81.549742,81.579745",,0.0,0.0
Mobile,Linux,Edge,"39.949102,31.747262","-77.535991,-64.877382",0.0,0.0,0.0
Desktop,Android,Chrome,"81.03826,58.550865","34.630853,-129.549847",0.0,0.0,0.0
Desktop,iOS,Chrome,,"6.957333,16.602292",0.0,0.0,0.0
Desktop,macOS,Safari,"-19.678301,152.93009","-74.08024,38.206018",0.0,0.0,0.0
Mobile,Linux,Chrome,"-81.963026,-113.557447","72.013114,54.618716",1.0,0.0,0.0
Mobile,Linux,Firefox,"55.574559,-48.616263","74.786751,40.877237",0.0,0.0,
Desktop,iOS,,,"45.323968,141.340605",0.0,0.0,0.0
,iOS,Safari,"10.519136,17.446846","-6.597721,-123.125828",1.0,1.0,0.0
Desktop,,,"-37.118709,63.048493","-68.527452,163.260198",0.0,0.0,0.0
,Windows,Safari,"65.128696,90.073911","8.446401,65.915745",,0.0,0.0
Tablet,Windows,Opera,"20.236694,-53.812969","20.121846,23.377239",0.0,0.0,0.0
,Windows,Safari,"63.864648,23.798732","10.694875,-9.704845",0.0,0.0,0.0
Tablet,Linux,Safari,"70.125261,-88.495703","69.195029,-136.479824",0.0,0.0,0.0
Desktop,Android,,"27.773191,156.668004","38.85339,65.070671",0.0,0.0,0.0
Desktop,Windows,Opera,"-22.664578,162.455891","-78.768272,-101.859996",,,0.0
Desktop,iOS,Safari,"-19.356835,-22.432309","51.787739,-95.840857",0.0,0.0,0.0
Tablet,Linux,Firefox,"55.160527,-86.122207","13.992437,-149.863194",0.0,0.0,0.0
Tablet,Linux,,"37.057149,-72.579891","-49.881216,140.712381",,0.0,0.0
Desktop,iOS,Safari,,"-24.876811,110.116249",1.0,0.0,0.0
Tablet,Android,Chrome,"-85.294924,-148.148253","-3.875628,-63.982606",0.0,,0.0
,,Safari,"78.187384,113.698637","11.981366,12.230945",0.0,0.0,0.0
Desktop,Windows,Opera,"67.861714,-21.981","87.260238,-56.005116",0.0,0.0,0.0
,,Safari,"38.943337,179.379085","27.665452,68.236113",0.0,0.0,0.0
,macOS,Opera,"-12.144377,124.840739","22.740813,-7.476664",0.0,,0.0
Desktop,Android,Chrome,"-75.729058,15.790569","51.025653,96.546272",0.0,0.0,0.0
Desktop,Windows,,"-30.016833,8.312544","82.626491,171.70675",0.0,0.0,0.0
Tablet,Linux,Opera,"-69.46661,-47.634504","-51.255161,55.599859",0.0,0.0,0.0
Tablet,Android,Firefox,"-76.224647,-16.886471","64.165329,166.43143",0.0,1.0,0.0
Tablet,macOS,Safari,"-10.47692,-61.304349","-64.30558,161.670462",0.0,0.0,0.0
Desktop,Linux,Chrome,"80.69617,-150.143919","-49.416607,26.082102",,0.0,0.0
Mobile,,Firefox,"58.478157,-52.22623","27.771889,136.625984",0.0,0.0,0.0
Mobile,iOS,Safari,"-54.123531,-81.878795","54.66153,156.43001",0.0,0.0,0.0
,iOS,Opera,,"51.726651,-58.054821",,0.0,
Desktop,Android,Edge,"-87.163624,-126.961399","-57.807234,-123.963468",0.0,0.0,0.0
Tablet,macOS,Firefox,"31.504885,-65.730955","-74.243315,155.664237",,0.0,0.0
,iOS,,"75.4454,103.1406","-2.484529,167.531826",0.0,0.0,
Mobile,Windows,Firefox,,"49.479457,163.360474",0.0,0.0,0.0
Mobile,Linux,Safari,"-62.873061,155.494779",,,0.0,0.0
Desktop,Windows,Chrome,"-17.245073,-30.341985","-49.350053,-88.542787",0.0,1.0,0.0
Tablet,Linux,Chrome,"33.222714,-36.917598","-23.151959,-171.252871",0.0,1.0,0.0
Tablet,Windows,,"67.534443,165.266958","30.031003,19.861422",0.0,0.0,0.0
Tablet,Linux,Edge,"-30.146582,-105.099238","-71.815275,116.957991",,1.0,0.0
Tablet,iOS,Safari,"-76.444988,-102.829397","58.081429,-137.314667",,0.0,0.0
Mobile,Windows,Opera,"-64.899824,-169.51668","-53.299875,-89.860445",,0.0,0.0
,Android,Safari,"-81.60163,3.370945","4.616084,160.170081",0.0,0.0,0.0
Mobile,Android,Edge,"37.402889,173.972925",,0.0,0.0,0.0
Desktop,macOS,Opera,"-61.977518,71.362736","-37.548315,44.691492",0.0,0.0,0.0
,macOS,Edge,"9.719446,-7.87484","-51.965742,75.973768",,0.0,0.0
Desktop,macOS,Safari,,,0.0,0.0,0.0
Tablet,Windows,Safari,"-33.967486,-41.539963","4.264456,-72.721414",0.0,0.0,0.0
Tablet,Linux,Firefox,"-57.168684,-7.696275","23.214001,88.58349",0.0,1.0,0.0
Mobile,macOS,Edge,"-66.264017,-65.468462","56.48205,173.331912",0.0,0.0,0.0
Tablet,iOS,Chrome,"-69.630788,-167.082131","10.003955,-6.308638",0.0,,
Desktop,Android,Edge,"-26.062207,42.318157","-45.798573,88.868884",0.0,0.0,0.0
Tablet,Android,Edge,"-62.659781,177.644594","-3.113131,-62.262021",0.0,0.0,0.0
,iOS,Opera,,"-12.223074,-46.623495",0.0,0.0,0.0
Desktop,Android,Opera,"-84.953818,59.964706","86.130832,-98.513692",0.0,0.0,0.0
,Windows,Firefox,"30.576666,144.973026","-15.386157,-69.373414",0.0,0.0,1.0
Mobile,iOS,Chrome,"-73.648567,-44.507306","-59.105639,-72.187867",0.0,0.0,0.0
Desktop,,Safari,,"-1.92294,47.380887",0.0,1.0,0.0
Mobile,Android,Chrome,"-47.979047,140.388227","21.037216,98.163563",0.0,0.0,0.0
Mobile,iOS,Chrome,,"-77.170603,-66.830856",0.0,0.0,0.0
Tablet,,Chrome,"-81.931611,-0.920446","-26.534967,69.196036",0.0,0.0,0.0
Desktop,iOS,Firefox,"38.353971,-83.288095","-52.649439,-102.850899",0.0,0.0,0.0
Tablet,Android,Firefox,"-59.627518,-152.898757","-72.863436,11.986162",,1.0,0.0
Tablet,,Chrome,"61.564437,-160.296686","40.81766,71.154188",0.0,0.0,0.0
Mobile,Android,Safari,"19.692678,94.767559","43.703499,-118.954182",0.0,1.0,0.0
Mobile,macOS,Safari,"50.486736,55.33197","15.579965,-146.404206",,0.0,1.0
Tablet,macOS,Safari,"27.503272,-9.326913","84.00228,-142.167596",0.0,0.0,0.0
,Linux,Firefox,"-14.992767,-130.552277","67.969235,-166.182377",0.0,0.0,0.0
,iOS,Opera,"6.363678,-154.429254",,0.0,0.0,0.0
Desktop,Android,,"-5.724511,83.124273","24.231302,-2.225657",0.0,,
Tablet,,Opera,"-10.284662,2.981873","-67.073237,57.325056",0.0,0.0,0.0
,Windows,Chrome,"61.59706,52.769637","18.419195,-14.88317",0.0,,0.0
Tablet,Windows,Safari,"-67.032623,15.457357","-47.711419,-100.759664",0.0,0.0,0.0
Desktop,Android,Chrome,"-24.376433,-105.540281","84.602183,167.421137",0.0,,0.0
,macOS,Chrome,"26.634363,-40.858804",,0.0,1.0,0.0
Desktop,Linux,Edge,"48.115247,31.140284","87.889639,-72.925058",0.0,0.0,0.0
,macOS,Chrome,"-71.233809,-53.874259","-13.160589,-117.240854",0.0,0.0,0.0
Tablet,iOS,,"-41.428272,-126.009876","-6.460626,-113.390401",0.0,0.0,0.0
Desktop,macOS,Firefox,"54.039512,-43.729667","-78.076617,-176.406969",0.0,0.0,0.0
Mobile,,Chrome,"20.386593,137.524363","-21.876483,143.136762",0.0,0.0,0.0
Mobile,macOS,Safari,"7.74119,-87.091001","-11.269385,52.421301",,0.0,0.0
Tablet,Windows,Firefox,"52.323264,-23.128266","57.221234,19.062505",0.0,,0.0
Tablet,Android,Edge,"11.490577,144.749958","11.375371,8.685817",0.0,0.0,0.0
Desktop,,Edge,"-1.930466,-59.510082","-67.484455,48.834901",0.0,0.0,0.0
Desktop,Android,Chrome,"40.930844,-131.939847","40.171622,-179.899911",0.0,0.0,0.0
Desktop,macOS,Opera,"74.470361,149.596698","-74.99731,15.005756",0.0,0.0,0.0
Mobile,Windows,Edge,"14.293322,-124.453498","61.010105,11.924036",0.0,0.0,0.0
Tablet,,Edge,,"-11.782751,157.243456",0.0,0.0,0.0
Desktop,iOS,Edge,"-36.303541,-116.963956",,0.0,0.0,0.0
Desktop,Linux,Safari,"-42.534798,19.990259","33.324989,-140.823262",0.0,0.0,0.0
,Linux,,"33.427217,172.654624",,0.0,0.0,0.0
Desktop,,Chrome,"-51.16349,-106.554154","-52.164992,44.075828",,0.0,0.0
Mobile,iOS,Chrome,"-68.933998,158.037656","-18.583357,-130.778924",0.0,0.0,0.0
Mobile,iOS,Firefox,"-21.267163,152.633088","-20.504077,-30.152467",0.0,,0.0
Tablet,iOS,Safari,"70.098389,-164.168746","23.154253,-124.743595",0.0,0.0,0.0
